Year,Start-Day,Start-Month,End-Day,End-Month,Parish Name,Total Parish Burials,Parish Plague Burials
1665,26,September,3,October,St Margaret Westminster,309,297
1665,3,October,10,October,St Margaret Westminster,282,261
1665,10,October,17,October,St Margaret Westminster,185,172
1665,17,October,24,October,St Margaret Westminster,98,93
1665,24,October,31,October,St Margaret Westminster,78,72
1665,31,October,7,November,St Margaret Westminster,102,92
1665,7,November,14,November,St Margaret Westminster,66,57
1665,14,November,21,November,St Margaret Westminster,46,45
1665,21,November,28,November,St Margaret Westminster,31,22
1665,28,November,5,December,St Margaret Westminster,26,14
1665,5,December,12,December,St Margaret Westminster,27,15
1665,12,December,19,December,St Margaret Westminster,24,19
1665,20,December,27,December,St Margaret Westminster,14,0
1665,27,December,3,January,St Margaret Westminster,14,0
1666,2,January,9,January,St Margaret Westminster,10,4
1666,9,January,16,January,St Margaret Westminster,18,5
1666,16,January,23,January,St Margaret Westminster,17,3
1666,23,January,30,January,St Margaret Westminster,9,2
1666,30,January,6,February,St Margaret Westminster,10,0
1666,6,February,13,February,St Margaret Westminster,12,1
1666,13,February,20,February,St Margaret Westminster,4,1
1666,20,February,27,February,St Margaret Westminster,7,0
1666,27,February,16,March,St Margaret Westminster,10,0
1666,6,March,13,March,St Margaret Westminster,9,1
1666,13,March,20,March,St Margaret Westminster,5,1
1666,20,March,27,March,St Margaret Westminster,14,0
1666,27,March,3,April,St Margaret Westminster,6,0
1666,3,April,10,April,St Margaret Westminster,5,0
1666,10,April,17,April,St Margaret Westminster,10,2
1666,17,April,24,April,St Margaret Westminster,6,1
1666,24,April,1,May,St Margaret Westminster,6,2
1666,1,May,8,May,St Margaret Westminster,6,3
1666,8,May,15,May,St Margaret Westminster,15,5
1666,15,May,22,May,St Margaret Westminster,8,3
1666,22,May,29,May,St Margaret Westminster,4,0
1666,29,May,5,June,St Margaret Westminster,6,1
1666,5,June,12,June,St Margaret Westminster,10,1
1666,12,June,19,June,St Margaret Westminster,9,1
1666,19,June,26,June,St Margaret Westminster,10,3
1666,26,June,3,July,St Margaret Westminster,10,1
1666,3,July,10,July,St Margaret Westminster,9,1
1666,10,July,17,July,St Margaret Westminster,8,3
1666,17,July,24,July,St Margaret Westminster,12,2
1666,24,July,31,July,St Margaret Westminster,8,2
1666,31,July,7,August,St Margaret Westminster,7,0
1666,7,August,14,August,St Margaret Westminster,16,5
1666,14,August,21,August,St Margaret Westminster,9,2
1666,21,August,28,August,St Margaret Westminster,8,2
1666,28,August,18,September,St Margaret Westminster,34,1
1666,18,September,25,September,St Margaret Westminster,14,2
1666,25,September,2,October,St Margaret Westminster,11,1
1666,2,October,9,October,St Margaret Westminster,11,0
1666,9,October,16,October,St Margaret Westminster,16,1
1666,16,October,23,October,St Margaret Westminster,3,2
1666,23,October,30,October,St Margaret Westminster,13,0
1666,30,October,6,November,St Margaret Westminster,16,0
1666,6,November,13,November,St Margaret Westminster,14,0
1666,13,November,20,November,St Margaret Westminster,14,1
1666,20,November,27,November,St Margaret Westminster,8,0
1666,27,November,4,December,St Margaret Westminster,16,0
1666,4,December,11,December,St Margaret Westminster,11,0
1666,11,December,18,December,St Margaret Westminster,9,0
1666,19,December,26,December,St Margaret Westminster,9,9
1666,26,December,2,January,St Margaret Westminster,15,3
1665,3,January,10,January,St Martin in the Fields,24,0
1665,10,January,17,January,St Martin in the Fields,24,0
1665,17,January,24,January,St Martin in the Fields,34,0
1665,24,January,31,January,St Martin in the Fields,24,0
1665,31,January,7,February,St Martin in the Fields,30,0
1665,7,February,14,February,St Martin in the Fields,33,0
1665,14,February,21,February,St Martin in the Fields,23,0
1665,21,February,28,February,St Martin in the Fields,28,0
1665,28,February,7,March,St Martin in the Fields,35,0
1665,7,March,14,March,St Martin in the Fields,30,0
1665,14,March,21,March,St Martin in the Fields,24,0
1665,21,March,28,March,St Martin in the Fields,22,0
1665,28,March,4,April,St Martin in the Fields,23,0
1665,4,April,11,April,St Martin in the Fields,16,0
1665,11,April,18,April,St Martin in the Fields,21,0
1665,18,April,25,April,St Martin in the Fields,29,0
1665,25,April,2,May,St Martin in the Fields,26,0
1665,2,May,9,May,St Martin in the Fields,25,0
1665,9,May,16,May,St Martin in the Fields,26,0
1665,16,May,23,May,St Martin in the Fields,22,0
1665,23,May,30,May,St Martin in the Fields,37,0
1665,30,May,6,June,St Martin in the Fields,22,1
1665,6,June,13,June,St Martin in the Fields,34,2
1665,13,June,20,June,St Martin in the Fields,47,4
1665,20,June,27,June,St Martin in the Fields,46,11
1665,27,June,4,July,St Martin in the Fields,114,55
1665,4,July,11,July,St Martin in the Fields,153,101
1665,11,July,18,July,St Martin in the Fields,171,113
1665,18,July,25,July,St Martin in the Fields,270,176
1665,25,July,1,August,St Martin in the Fields,226,160
1665,1,August,8,August,St Martin in the Fields,304,213
1665,8,August,15,August,St Martin in the Fields,301,229
1665,15,August,22,August,St Martin in the Fields,255,193
1665,22,August,29,August,St Martin in the Fields,387,287
1665,29,August,5,September,St Martin in the Fields,303,230
1665,5,September,12,September,St Martin in the Fields,277,214
1665,12,September,19,September,St Martin in the Fields,286,228
1665,19,September,26,September,St Martin in the Fields,219,171
1665,26,September,3,October,St Martin in the Fields,209,143
1665,3,October,10,October,St Martin in the Fields,167,108
1665,10,October,17,October,St Martin in the Fields,81,60
1665,17,October,24,October,St Martin in the Fields,60,38
1665,24,October,31,October,St Martin in the Fields,48,25
1665,31,October,7,November,St Martin in the Fields,61,37
1665,7,November,14,November,St Martin in the Fields,50,23
1665,14,November,21,November,St Martin in the Fields,38,15
1665,21,November,28,November,St Martin in the Fields,25,13
1665,28,November,5,December,St Martin in the Fields,24,13
1665,5,December,12,December,St Martin in the Fields,24,15
1665,12,December,19,December,St Martin in the Fields,12,6
1665,20,December,27,December,St Martin in the Fields,17,0
1665,27,December,3,January,St Martin in the Fields,17,0
1666,2,January,9,January,St Martin in the Fields,9,2
1666,9,January,16,January,St Martin in the Fields,23,3
1666,16,January,23,January,St Martin in the Fields,11,2
1666,23,January,30,January,St Martin in the Fields,5,0
1666,30,January,6,February,St Martin in the Fields,8,0
1666,6,February,13,February,St Martin in the Fields,13,2
1666,13,February,20,February,St Martin in the Fields,15,0
1666,20,February,27,February,St Martin in the Fields,6,0
1666,27,February,16,March,St Martin in the Fields,18,1
1666,6,March,13,March,St Martin in the Fields,12,2
1666,13,March,20,March,St Martin in the Fields,11,2
1666,20,March,27,March,St Martin in the Fields,10,0
1666,27,March,3,April,St Martin in the Fields,11,0
1666,3,April,10,April,St Martin in the Fields,20,2
1666,10,April,17,April,St Martin in the Fields,14,0
1666,17,April,24,April,St Martin in the Fields,13,1
1666,24,April,1,May,St Martin in the Fields,15,6
1666,1,May,8,May,St Martin in the Fields,22,2
1666,8,May,15,May,St Martin in the Fields,19,3
1666,15,May,22,May,St Martin in the Fields,5,0
1666,22,May,29,May,St Martin in the Fields,11,1
1666,29,May,5,June,St Martin in the Fields,8,1
1666,5,June,12,June,St Martin in the Fields,6,2
1666,12,June,19,June,St Martin in the Fields,6,0
1666,19,June,26,June,St Martin in the Fields,16,0
1666,26,June,3,July,St Martin in the Fields,9,0
1666,3,July,10,July,St Martin in the Fields,15,0
1666,10,July,17,July,St Martin in the Fields,13,0
1666,17,July,24,July,St Martin in the Fields,14,0
1666,24,July,31,July,St Martin in the Fields,18,2
1666,31,July,7,August,St Martin in the Fields,18,0
1666,7,August,14,August,St Martin in the Fields,17,1
1666,14,August,21,August,St Martin in the Fields,19,3
1666,21,August,28,August,St Martin in the Fields,16,0
1666,28,August,18,September,St Martin in the Fields,60,7
1666,18,September,25,September,St Martin in the Fields,16,4
1666,25,September,2,October,St Martin in the Fields,15,1
1666,2,October,9,October,St Martin in the Fields,11,0
1666,9,October,16,October,St Martin in the Fields,10,1
1666,16,October,23,October,St Martin in the Fields,15,0
1666,23,October,30,October,St Martin in the Fields,15,0
1666,30,October,6,November,St Martin in the Fields,12,0
1666,6,November,13,November,St Martin in the Fields,21,0
1666,13,November,20,November,St Martin in the Fields,15,1
1666,20,November,27,November,St Martin in the Fields,19,0
1666,27,November,4,December,St Martin in the Fields,20,0
1666,4,December,11,December,St Martin in the Fields,13,0
1666,11,December,18,December,St Martin in the Fields,12,0
1666,19,December,26,December,St Martin in the Fields,13,4
1666,26,December,2,January,St Martin in the Fields,18,5
1665,3,January,10,January,St Martin Iremongerlane,0,0
1665,10,January,17,January,St Martin Iremongerlane,0,0
1665,17,January,24,January,St Martin Iremongerlane,0,0
1665,24,January,31,January,St Martin Iremongerlane,0,0
1665,31,January,7,February,St Martin Iremongerlane,0,0
1665,7,February,14,February,St Martin Iremongerlane,0,0
1665,14,February,21,February,St Martin Iremongerlane,0,0
1665,21,February,28,February,St Martin Iremongerlane,0,0
1665,28,February,7,March,St Martin Iremongerlane,1,0
1665,7,March,14,March,St Martin Iremongerlane,1,0
1665,14,March,21,March,St Martin Iremongerlane,0,0
1665,21,March,28,March,St Martin Iremongerlane,1,0
1665,28,March,4,April,St Martin Iremongerlane,0,0
1665,4,April,11,April,St Martin Iremongerlane,0,0
1665,11,April,18,April,St Martin Iremongerlane,1,0
1665,18,April,25,April,St Martin Iremongerlane,0,0
1665,25,April,2,May,St Martin Iremongerlane,0,0
1665,2,May,9,May,St Martin Iremongerlane,0,0
1665,9,May,16,May,St Martin Iremongerlane,0,0
1665,16,May,23,May,St Martin Iremongerlane,0,0
1665,23,May,30,May,St Martin Iremongerlane,0,0
1665,30,May,6,June,St Martin Iremongerlane,0,0
1665,6,June,13,June,St Martin Iremongerlane,0,0
1665,13,June,20,June,St Martin Iremongerlane,0,0
1665,20,June,27,June,St Martin Iremongerlane,0,0
1665,27,June,4,July,St Martin Iremongerlane,1,0
1665,4,July,11,July,St Martin Iremongerlane,0,0
1665,11,July,18,July,St Martin Iremongerlane,0,0
1665,18,July,25,July,St Martin Iremongerlane,1,0
1665,25,July,1,August,St Martin Iremongerlane,1,1
1665,1,August,8,August,St Martin Iremongerlane,0,0
1665,8,August,15,August,St Martin Iremongerlane,0,0
1665,15,August,22,August,St Martin Iremongerlane,0,0
1665,22,August,29,August,St Martin Iremongerlane,2,0
1665,29,August,5,September,St Martin Iremongerlane,0,0
1665,5,September,12,September,St Martin Iremongerlane,0,0
1665,12,September,19,September,St Martin Iremongerlane,1,1
1665,19,September,26,September,St Martin Iremongerlane,2,2
1665,26,September,3,October,St Martin Iremongerlane,2,2
1665,3,October,10,October,St Martin Iremongerlane,3,3
1665,10,October,17,October,St Martin Iremongerlane,1,0
1665,17,October,24,October,St Martin Iremongerlane,0,0
1665,24,October,31,October,St Martin Iremongerlane,0,0
1665,31,October,7,November,St Martin Iremongerlane,2,2
1665,7,November,14,November,St Martin Iremongerlane,0,0
1665,14,November,21,November,St Martin Iremongerlane,0,0
1665,21,November,28,November,St Martin Iremongerlane,0,0
1665,28,November,5,December,St Martin Iremongerlane,0,0
1665,5,December,12,December,St Martin Iremongerlane,0,0
1665,12,December,19,December,St Martin Iremongerlane,0,0
1665,20,December,27,December,St Martin Iremongerlane,0,0
1665,27,December,3,January,St Martin Iremongerlane,1,0
1666,2,January,9,January,St Martin Iremongerlane,0,0
1666,9,January,16,January,St Martin Iremongerlane,0,0
1666,16,January,23,January,St Martin Iremongerlane,0,0
1666,23,January,30,January,St Martin Iremongerlane,0,0
1666,30,January,6,February,St Martin Iremongerlane,0,0
1666,6,February,13,February,St Martin Iremongerlane,1,0
1666,13,February,20,February,St Martin Iremongerlane,0,0
1666,20,February,27,February,St Martin Iremongerlane,0,0
1666,27,February,16,March,St Martin Iremongerlane,0,0
1666,6,March,13,March,St Martin Iremongerlane,0,0
1666,13,March,20,March,St Martin Iremongerlane,0,0
1666,20,March,27,March,St Martin Iremongerlane,0,0
1666,27,March,3,April,St Martin Iremongerlane,1,1
1666,3,April,10,April,St Martin Iremongerlane,0,0
1666,10,April,17,April,St Martin Iremongerlane,0,0
1666,17,April,24,April,St Martin Iremongerlane,1,0
1666,24,April,1,May,St Martin Iremongerlane,0,0
1666,1,May,8,May,St Martin Iremongerlane,0,0
1666,8,May,15,May,St Martin Iremongerlane,0,0
1666,15,May,22,May,St Martin Iremongerlane,0,0
1666,22,May,29,May,St Martin Iremongerlane,0,0
1666,29,May,5,June,St Martin Iremongerlane,0,0
1666,5,June,12,June,St Martin Iremongerlane,0,0
1666,12,June,19,June,St Martin Iremongerlane,0,0
1666,19,June,26,June,St Martin Iremongerlane,0,0
1666,26,June,3,July,St Martin Iremongerlane,1,0
1666,3,July,10,July,St Martin Iremongerlane,0,0
1666,10,July,17,July,St Martin Iremongerlane,0,0
1666,17,July,24,July,St Martin Iremongerlane,0,0
1666,24,July,31,July,St Martin Iremongerlane,2,0
1666,31,July,7,August,St Martin Iremongerlane,0,0
1666,7,August,14,August,St Martin Iremongerlane,0,0
1666,14,August,21,August,St Martin Iremongerlane,0,0
1666,21,August,28,August,St Martin Iremongerlane,0,0
1666,28,August,18,September,St Martin Iremongerlane,0,0
1666,19,December,26,December,St Martin Iremongerlane,0,0
1666,26,December,2,January,St Martin Iremongerlane,0,0
1665,3,January,10,January,St Martin Ludgate,4,0
1665,10,January,17,January,St Martin Ludgate,2,0
1665,17,January,24,January,St Martin Ludgate,2,0
1665,24,January,31,January,St Martin Ludgate,0,0
1665,31,January,7,February,St Martin Ludgate,0,0
1665,7,February,14,February,St Martin Ludgate,1,0
1665,14,February,21,February,St Martin Ludgate,1,0
1665,21,February,28,February,St Martin Ludgate,3,0
1665,28,February,7,March,St Martin Ludgate,0,0
1665,7,March,14,March,St Martin Ludgate,1,0
1665,14,March,21,March,St Martin Ludgate,1,0
1665,21,March,28,March,St Martin Ludgate,0,0
1665,28,March,4,April,St Martin Ludgate,0,0
1665,4,April,11,April,St Martin Ludgate,1,0
1665,11,April,18,April,St Martin Ludgate,0,0
1665,18,April,25,April,St Martin Ludgate,0,0
1665,25,April,2,May,St Martin Ludgate,0,0
1665,2,May,9,May,St Martin Ludgate,0,0
1665,9,May,16,May,St Martin Ludgate,0,0
1665,16,May,23,May,St Martin Ludgate,0,0
1665,23,May,30,May,St Martin Ludgate,0,0
1665,30,May,6,June,St Martin Ludgate,0,0
1665,6,June,13,June,St Martin Ludgate,1,0
1665,13,June,20,June,St Martin Ludgate,1,0
1665,20,June,27,June,St Martin Ludgate,0,0
1665,27,June,4,July,St Martin Ludgate,1,0
1665,4,July,11,July,St Martin Ludgate,2,1
1665,11,July,18,July,St Martin Ludgate,0,0
1665,18,July,25,July,St Martin Ludgate,1,1
1665,25,July,1,August,St Martin Ludgate,1,0
1665,1,August,8,August,St Martin Ludgate,2,2
1665,8,August,15,August,St Martin Ludgate,5,4
1665,15,August,22,August,St Martin Ludgate,4,4
1665,22,August,29,August,St Martin Ludgate,9,6
1665,29,August,5,September,St Martin Ludgate,16,14
1665,5,September,12,September,St Martin Ludgate,14,10
1665,12,September,19,September,St Martin Ludgate,21,11
1665,19,September,26,September,St Martin Ludgate,27,20
1665,26,September,3,October,St Martin Ludgate,12,10
1665,3,October,10,October,St Martin Ludgate,17,16
1665,10,October,17,October,St Martin Ludgate,13,12
1665,17,October,24,October,St Martin Ludgate,4,3
1665,24,October,31,October,St Martin Ludgate,5,1
1665,31,October,7,November,St Martin Ludgate,6,5
1665,7,November,14,November,St Martin Ludgate,3,3
1665,14,November,21,November,St Martin Ludgate,2,0
1665,21,November,28,November,St Martin Ludgate,2,0
1665,28,November,5,December,St Martin Ludgate,3,1
1665,5,December,12,December,St Martin Ludgate,2,2
1665,12,December,19,December,St Martin Ludgate,4,2
1665,20,December,27,December,St Martin Ludgate,0,0
1665,27,December,3,January,St Martin Ludgate,2,0
1666,2,January,9,January,St Martin Ludgate,0,0
1666,9,January,16,January,St Martin Ludgate,0,0
1666,16,January,23,January,St Martin Ludgate,1,0
1666,23,January,30,January,St Martin Ludgate,1,0
1666,30,January,6,February,St Martin Ludgate,1,0
1666,6,February,13,February,St Martin Ludgate,1,0
1666,13,February,20,February,St Martin Ludgate,0,0
1666,20,February,27,February,St Martin Ludgate,0,0
1666,27,February,16,March,St Martin Ludgate,0,0
1666,6,March,13,March,St Martin Ludgate,0,0
1666,13,March,20,March,St Martin Ludgate,1,0
1666,20,March,27,March,St Martin Ludgate,1,0
1666,27,March,3,April,St Martin Ludgate,0,0
1666,3,April,10,April,St Martin Ludgate,1,0
1666,10,April,17,April,St Martin Ludgate,0,0
1666,17,April,24,April,St Martin Ludgate,6,0
1666,24,April,1,May,St Martin Ludgate,1,0
1666,1,May,8,May,St Martin Ludgate,0,0
1666,8,May,15,May,St Martin Ludgate,0,0
1666,15,May,22,May,St Martin Ludgate,0,0
1666,22,May,29,May,St Martin Ludgate,0,0
1666,29,May,5,June,St Martin Ludgate,0,0
1666,5,June,12,June,St Martin Ludgate,0,0
1666,12,June,19,June,St Martin Ludgate,3,0
1666,19,June,26,June,St Martin Ludgate,1,0
1666,26,June,3,July,St Martin Ludgate,0,0
1666,3,July,10,July,St Martin Ludgate,0,0
1666,10,July,17,July,St Martin Ludgate,0,0
1666,17,July,24,July,St Martin Ludgate,1,0
1666,24,July,31,July,St Martin Ludgate,1,0
1666,31,July,7,August,St Martin Ludgate,0,0
1666,7,August,14,August,St Martin Ludgate,0,0
1666,14,August,21,August,St Martin Ludgate,2,0
1666,21,August,28,August,St Martin Ludgate,0,0
1666,28,August,18,September,St Martin Ludgate,0,0
1666,19,December,26,December,St Martin Ludgate,0,0
1666,26,December,2,January,St Martin Ludgate,1,0
1665,3,January,10,January,St Martin Orgars,1,0
1665,10,January,17,January,St Martin Orgars,0,0
1665,17,January,24,January,St Martin Orgars,0,0
1665,24,January,31,January,St Martin Orgars,0,0
1665,31,January,7,February,St Martin Orgars,1,0
1665,7,February,14,February,St Martin Orgars,0,0
1665,14,February,21,February,St Martin Orgars,0,0
1665,21,February,28,February,St Martin Orgars,1,0
1665,28,February,7,March,St Martin Orgars,1,0
1665,7,March,14,March,St Martin Orgars,1,0
1665,14,March,21,March,St Martin Orgars,1,0
1665,21,March,28,March,St Martin Orgars,1,0
1665,28,March,4,April,St Martin Orgars,0,0
1665,4,April,11,April,St Martin Orgars,2,0
1665,11,April,18,April,St Martin Orgars,1,0
1665,18,April,25,April,St Martin Orgars,0,0
1665,25,April,2,May,St Martin Orgars,0,0
1665,2,May,9,May,St Martin Orgars,0,0
1665,9,May,16,May,St Martin Orgars,0,0
1665,16,May,23,May,St Martin Orgars,1,0
1665,23,May,30,May,St Martin Orgars,0,0
1665,30,May,6,June,St Martin Orgars,0,0
1665,6,June,13,June,St Martin Orgars,0,0
1665,13,June,20,June,St Martin Orgars,0,0
1665,20,June,27,June,St Martin Orgars,0,0
1665,27,June,4,July,St Martin Orgars,1,0
1665,4,July,11,July,St Martin Orgars,0,0
1665,11,July,18,July,St Martin Orgars,0,0
1665,18,July,25,July,St Martin Orgars,0,0
1665,25,July,1,August,St Martin Orgars,2,0
1665,1,August,8,August,St Martin Orgars,2,1
1665,8,August,15,August,St Martin Orgars,3,0
1665,15,August,22,August,St Martin Orgars,8,6
1665,22,August,29,August,St Martin Orgars,10,9
1665,29,August,5,September,St Martin Orgars,16,15
1665,5,September,12,September,St Martin Orgars,12,11
1665,12,September,19,September,St Martin Orgars,9,7
1665,19,September,26,September,St Martin Orgars,8,3
1665,26,September,3,October,St Martin Orgars,8,5
1665,3,October,10,October,St Martin Orgars,5,5
1665,10,October,17,October,St Martin Orgars,2,1
1665,17,October,24,October,St Martin Orgars,2,1
1665,24,October,31,October,St Martin Orgars,5,4
1665,31,October,7,November,St Martin Orgars,1,1
1665,7,November,14,November,St Martin Orgars,1,0
1665,14,November,21,November,St Martin Orgars,1,1
1665,21,November,28,November,St Martin Orgars,0,0
1665,28,November,5,December,St Martin Orgars,0,0
1665,5,December,12,December,St Martin Orgars,0,0
1665,12,December,19,December,St Martin Orgars,1,1
1665,20,December,27,December,St Martin Orgars,2,0
1665,27,December,3,January,St Martin Orgars,0,0
1666,2,January,9,January,St Martin Orgars,0,0
1666,9,January,16,January,St Martin Orgars,2,1
1666,16,January,23,January,St Martin Orgars,0,0
1666,23,January,30,January,St Martin Orgars,0,0
1666,30,January,6,February,St Martin Orgars,1,1
1666,6,February,13,February,St Martin Orgars,0,0
1666,13,February,20,February,St Martin Orgars,1,0
1666,20,February,27,February,St Martin Orgars,2,0
1666,27,February,16,March,St Martin Orgars,2,1
1666,6,March,13,March,St Martin Orgars,0,0
1666,13,March,20,March,St Martin Orgars,1,0
1666,20,March,27,March,St Martin Orgars,1,0
1666,27,March,3,April,St Martin Orgars,1,0
1666,3,April,10,April,St Martin Orgars,1,0
1666,10,April,17,April,St Martin Orgars,0,0
1666,17,April,24,April,St Martin Orgars,0,0
1666,24,April,1,May,St Martin Orgars,0,0
1666,1,May,8,May,St Martin Orgars,1,0
1666,8,May,15,May,St Martin Orgars,1,0
1666,15,May,22,May,St Martin Orgars,0,0
1666,22,May,29,May,St Martin Orgars,0,0
1666,29,May,5,June,St Martin Orgars,1,0
1666,5,June,12,June,St Martin Orgars,0,0
1666,12,June,19,June,St Martin Orgars,0,0
1666,19,June,26,June,St Martin Orgars,1,0
1666,26,June,3,July,St Martin Orgars,0,0
1666,3,July,10,July,St Martin Orgars,0,0
1666,10,July,17,July,St Martin Orgars,0,0
1666,17,July,24,July,St Martin Orgars,0,0
1666,24,July,31,July,St Martin Orgars,1,0
1666,31,July,7,August,St Martin Orgars,0,0
1666,7,August,14,August,St Martin Orgars,1,0
1666,14,August,21,August,St Martin Orgars,0,0
1666,21,August,28,August,St Martin Orgars,0,0
1666,28,August,18,September,St Martin Orgars,0,0
1666,19,December,26,December,St Martin Orgars,1,1
1666,26,December,2,January,St Martin Orgars,0,0
1665,3,January,10,January,St Martin Outwitch,0,0
1665,10,January,17,January,St Martin Outwitch,0,0
1665,17,January,24,January,St Martin Outwitch,2,0
1665,24,January,31,January,St Martin Outwitch,1,0
1665,31,January,7,February,St Martin Outwitch,0,0
1665,7,February,14,February,St Martin Outwitch,0,0
1665,14,February,21,February,St Martin Outwitch,0,0
1665,21,February,28,February,St Martin Outwitch,0,0
1665,28,February,7,March,St Martin Outwitch,0,0
1665,7,March,14,March,St Martin Outwitch,0,0
1665,14,March,21,March,St Martin Outwitch,2,0
1665,21,March,28,March,St Martin Outwitch,0,0
1665,28,March,4,April,St Martin Outwitch,0,0
1665,4,April,11,April,St Martin Outwitch,1,0
1665,11,April,18,April,St Martin Outwitch,0,0
1665,18,April,25,April,St Martin Outwitch,0,0
1665,25,April,2,May,St Martin Outwitch,1,0
1665,2,May,9,May,St Martin Outwitch,0,0
1665,9,May,16,May,St Martin Outwitch,0,0
1665,16,May,23,May,St Martin Outwitch,0,0
1665,23,May,30,May,St Martin Outwitch,0,0
1665,30,May,6,June,St Martin Outwitch,0,0
1665,6,June,13,June,St Martin Outwitch,0,0
1665,13,June,20,June,St Martin Outwitch,0,0
1665,20,June,27,June,St Martin Outwitch,0,0
1665,27,June,4,July,St Martin Outwitch,1,0
1665,4,July,11,July,St Martin Outwitch,1,0
1665,11,July,18,July,St Martin Outwitch,0,0
1665,18,July,25,July,St Martin Outwitch,2,1
1665,25,July,1,August,St Martin Outwitch,2,0
1665,1,August,8,August,St Martin Outwitch,2,2
1665,8,August,15,August,St Martin Outwitch,1,1
1665,15,August,22,August,St Martin Outwitch,1,0
1665,22,August,29,August,St Martin Outwitch,5,4
1665,29,August,5,September,St Martin Outwitch,6,4
1665,5,September,12,September,St Martin Outwitch,4,4
1665,12,September,19,September,St Martin Outwitch,8,3
1665,19,September,26,September,St Martin Outwitch,5,5
1665,26,September,3,October,St Martin Outwitch,6,5
1665,3,October,10,October,St Martin Outwitch,7,5
1665,10,October,17,October,St Martin Outwitch,0,0
1665,17,October,24,October,St Martin Outwitch,0,0
1665,24,October,31,October,St Martin Outwitch,1,0
1665,31,October,7,November,St Martin Outwitch,0,0
1665,7,November,14,November,St Martin Outwitch,1,0
1665,14,November,21,November,St Martin Outwitch,0,0
1665,21,November,28,November,St Martin Outwitch,0,0
1665,28,November,5,December,St Martin Outwitch,0,0
1665,5,December,12,December,St Martin Outwitch,0,0
1665,12,December,19,December,St Martin Outwitch,0,0
1665,20,December,27,December,St Martin Outwitch,0,0
1665,27,December,3,January,St Martin Outwitch,0,0
1666,2,January,9,January,St Martin Outwitch,0,0
1666,9,January,16,January,St Martin Outwitch,0,0
1666,16,January,23,January,St Martin Outwitch,0,0
1666,23,January,30,January,St Martin Outwitch,0,0
1666,30,January,6,February,St Martin Outwitch,0,0
1666,6,February,13,February,St Martin Outwitch,0,0
1666,13,February,20,February,St Martin Outwitch,0,0
1666,20,February,27,February,St Martin Outwitch,0,0
1666,27,February,16,March,St Martin Outwitch,0,0
1666,6,March,13,March,St Martin Outwitch,0,0
1666,13,March,20,March,St Martin Outwitch,0,0
1666,20,March,27,March,St Martin Outwitch,0,0
1666,27,March,3,April,St Martin Outwitch,0,0
1666,3,April,10,April,St Martin Outwitch,0,0
1666,10,April,17,April,St Martin Outwitch,1,0
1666,17,April,24,April,St Martin Outwitch,0,0
1666,24,April,1,May,St Martin Outwitch,0,0
1666,1,May,8,May,St Martin Outwitch,0,0
1666,8,May,15,May,St Martin Outwitch,0,0
1666,15,May,22,May,St Martin Outwitch,0,0
1666,22,May,29,May,St Martin Outwitch,1,0
1666,29,May,5,June,St Martin Outwitch,0,0
1666,5,June,12,June,St Martin Outwitch,0,0
1666,12,June,19,June,St Martin Outwitch,0,0
1666,19,June,26,June,St Martin Outwitch,0,0
1666,26,June,3,July,St Martin Outwitch,0,0
1666,3,July,10,July,St Martin Outwitch,0,0
1666,10,July,17,July,St Martin Outwitch,0,0
1666,17,July,24,July,St Martin Outwitch,0,0
1666,24,July,31,July,St Martin Outwitch,0,0
1666,31,July,7,August,St Martin Outwitch,1,0
1666,7,August,14,August,St Martin Outwitch,1,0
1666,14,August,21,August,St Martin Outwitch,0,0
1666,21,August,28,August,St Martin Outwitch,1,0
1666,28,August,18,September,St Martin Outwitch,2,0
1666,9,October,16,October,St Martin Outwitch,1,0
1666,13,November,20,November,St Martin Outwitch,1,0
1666,19,December,26,December,St Martin Outwitch,0,0
1666,26,December,2,January,St Martin Outwitch,0,0
1665,3,January,10,January,St Martin Vintrey,2,0
1665,10,January,17,January,St Martin Vintrey,0,0
1665,17,January,24,January,St Martin Vintrey,2,0
1665,24,January,31,January,St Martin Vintrey,0,0
1665,31,January,7,February,St Martin Vintrey,0,0
1665,7,February,14,February,St Martin Vintrey,2,0
1665,14,February,21,February,St Martin Vintrey,0,0
1665,21,February,28,February,St Martin Vintrey,0,0
1665,28,February,7,March,St Martin Vintrey,1,0
1665,7,March,14,March,St Martin Vintrey,5,0
1665,14,March,21,March,St Martin Vintrey,1,0
1665,21,March,28,March,St Martin Vintrey,2,0
1665,28,March,4,April,St Martin Vintrey,0,0
1665,4,April,11,April,St Martin Vintrey,0,0
1665,11,April,18,April,St Martin Vintrey,0,0
1665,18,April,25,April,St Martin Vintrey,0,0
1665,25,April,2,May,St Martin Vintrey,3,0
1665,2,May,9,May,St Martin Vintrey,0,0
1665,9,May,16,May,St Martin Vintrey,0,0
1665,16,May,23,May,St Martin Vintrey,0,0
1665,23,May,30,May,St Martin Vintrey,0,0
1665,30,May,6,June,St Martin Vintrey,2,0
1665,6,June,13,June,St Martin Vintrey,1,0
1665,13,June,20,June,St Martin Vintrey,1,0
1665,20,June,27,June,St Martin Vintrey,1,0
1665,27,June,4,July,St Martin Vintrey,0,0
1665,4,July,11,July,St Martin Vintrey,1,0
1665,11,July,18,July,St Martin Vintrey,1,1
1665,18,July,25,July,St Martin Vintrey,6,5
1665,25,July,1,August,St Martin Vintrey,6,4
