Year,Start-Day,Start-Month,End-Day,End-Month,Parish Name,Total Parish Burials,Parish Plague Burials
1666,9,January,16,January,St Brides Parish,10,2
1666,16,January,23,January,St Brides Parish,5,1
1666,23,January,30,January,St Brides Parish,3,1
1666,30,January,6,February,St Brides Parish,2,0
1666,6,February,13,February,St Brides Parish,10,1
1666,13,February,20,February,St Brides Parish,7,0
1666,20,February,27,February,St Brides Parish,3,0
1666,27,February,16,March,St Brides Parish,1,0
1666,6,March,13,March,St Brides Parish,5,0
1666,13,March,20,March,St Brides Parish,13,1
1666,20,March,27,March,St Brides Parish,4,0
1666,27,March,3,April,St Brides Parish,5,0
1666,3,April,10,April,St Brides Parish,6,0
1666,10,April,17,April,St Brides Parish,7,1
1666,17,April,24,April,St Brides Parish,5,0
1666,24,April,1,May,St Brides Parish,2,0
1666,1,May,8,May,St Brides Parish,5,0
1666,8,May,15,May,St Brides Parish,0,0
1666,15,May,22,May,St Brides Parish,6,1
1666,22,May,29,May,St Brides Parish,5,0
1666,29,May,5,June,St Brides Parish,2,1
1666,5,June,12,June,St Brides Parish,4,0
1666,12,June,19,June,St Brides Parish,4,0
1666,19,June,26,June,St Brides Parish,11,0
1666,26,June,3,July,St Brides Parish,3,0
1666,3,July,10,July,St Brides Parish,5,0
1666,10,July,17,July,St Brides Parish,2,0
1666,17,July,24,July,St Brides Parish,5,0
1666,24,July,31,July,St Brides Parish,6,0
1666,31,July,7,August,St Brides Parish,4,0
1666,7,August,14,August,St Brides Parish,5,0
1666,14,August,21,August,St Brides Parish,6,0
1666,21,August,28,August,St Brides Parish,9,0
1666,28,August,18,September,St Brides Parish,0,0
1666,18,September,25,September,St Brides Parish,0,0
1666,25,September,2,October,St Brides Parish,0,0
1666,2,October,9,October,St Brides Parish,0,0
1666,9,October,16,October,St Brides Parish,0,0
1666,16,October,23,October,St Brides Parish,0,0
1666,23,October,30,October,St Brides Parish,0,0
1666,30,October,6,November,St Brides Parish,0,0
1666,19,December,26,December,St Brides Parish,5,1
1666,26,December,2,January,St Brides Parish,12,0
1665,3,January,10,January,St Christophers,0,0
1665,10,January,17,January,St Christophers,0,0
1665,17,January,24,January,St Christophers,0,0
1665,24,January,31,January,St Christophers,0,0
1665,31,January,7,February,St Christophers,0,0
1665,7,February,14,February,St Christophers,0,0
1665,14,February,21,February,St Christophers,0,0
1665,21,February,28,February,St Christophers,0,0
1665,28,February,7,March,St Christophers,0,0
1665,7,March,14,March,St Christophers,0,0
1665,14,March,21,March,St Christophers,0,0
1665,21,March,28,March,St Christophers,0,0
1665,28,March,4,April,St Christophers,1,0
1665,4,April,11,April,St Christophers,0,0
1665,11,April,18,April,St Christophers,0,0
1665,18,April,25,April,St Christophers,1,0
1665,25,April,2,May,St Christophers,1,0
1665,2,May,9,May,St Christophers,1,0
1665,9,May,16,May,St Christophers,0,0
1665,16,May,23,May,St Christophers,0,0
1665,23,May,30,May,St Christophers,0,0
1665,30,May,6,June,St Christophers,0,0
1665,6,June,13,June,St Christophers,0,0
1665,13,June,20,June,St Christophers,0,0
1665,20,June,27,June,St Christophers,0,0
1665,27,June,4,July,St Christophers,0,0
1665,4,July,11,July,St Christophers,0,0
1665,11,July,18,July,St Christophers,1,1
1665,18,July,25,July,St Christophers,1,1
1665,25,July,1,August,St Christophers,3,2
1665,1,August,8,August,St Christophers,0,0
1665,8,August,15,August,St Christophers,4,2
1665,15,August,22,August,St Christophers,1,0
1665,22,August,29,August,St Christophers,0,0
1665,29,August,5,September,St Christophers,8,7
1665,5,September,12,September,St Christophers,4,4
1665,12,September,19,September,St Christophers,6,5
1665,19,September,26,September,St Christophers,6,6
1665,26,September,3,October,St Christophers,4,4
1665,3,October,10,October,St Christophers,6,4
1665,10,October,17,October,St Christophers,3,3
1665,17,October,24,October,St Christophers,4,4
1665,24,October,31,October,St Christophers,0,0
1665,31,October,7,November,St Christophers,2,2
1665,7,November,14,November,St Christophers,1,1
1665,14,November,21,November,St Christophers,0,0
1665,21,November,28,November,St Christophers,0,0
1665,28,November,5,December,St Christophers,1,0
1665,5,December,12,December,St Christophers,1,1
1665,12,December,19,December,St Christophers,0,0
1665,20,December,27,December,St Christophers,0,0
1665,27,December,3,January,St Christophers,0,0
1666,2,January,9,January,St Christophers,0,0
1666,9,January,16,January,St Christophers,0,0
1666,16,January,23,January,St Christophers,0,0
1666,23,January,30,January,St Christophers,0,0
1666,30,January,6,February,St Christophers,0,0
1666,6,February,13,February,St Christophers,0,0
1666,13,February,20,February,St Christophers,0,0
1666,20,February,27,February,St Christophers,0,0
1666,27,February,16,March,St Christophers,0,0
1666,6,March,13,March,St Christophers,0,0
1666,13,March,20,March,St Christophers,0,0
1666,20,March,27,March,St Christophers,0,0
1666,27,March,3,April,St Christophers,1,0
1666,3,April,10,April,St Christophers,0,0
1666,10,April,17,April,St Christophers,0,0
1666,17,April,24,April,St Christophers,0,0
1666,24,April,1,May,St Christophers,1,0
1666,1,May,8,May,St Christophers,1,0
1666,8,May,15,May,St Christophers,0,0
1666,15,May,22,May,St Christophers,0,0
1666,22,May,29,May,St Christophers,0,0
1666,29,May,5,June,St Christophers,2,0
1666,5,June,12,June,St Christophers,0,0
1666,12,June,19,June,St Christophers,0,0
1666,19,June,26,June,St Christophers,1,0
1666,26,June,3,July,St Christophers,0,0
1666,3,July,10,July,St Christophers,0,0
1666,10,July,17,July,St Christophers,0,0
1666,17,July,24,July,St Christophers,0,0
1666,24,July,31,July,St Christophers,1,0
1666,31,July,7,August,St Christophers,0,0
1666,7,August,14,August,St Christophers,1,0
1666,14,August,21,August,St Christophers,2,0
1666,21,August,28,August,St Christophers,0,0
1666,28,August,18,September,St Christophers,0,0
1666,19,December,26,December,St Christophers,2,2
1666,26,December,2,January,St Christophers,0,0
1665,3,January,10,January,St Clement Danes,8,0
1665,10,January,17,January,St Clement Danes,9,0
1665,17,January,24,January,St Clement Danes,17,0
1665,24,January,31,January,St Clement Danes,8,0
1665,31,January,7,February,St Clement Danes,10,0
1665,7,February,14,February,St Clement Danes,9,0
1665,14,February,21,February,St Clement Danes,12,0
1665,21,February,28,February,St Clement Danes,10,0
1665,28,February,7,March,St Clement Danes,10,0
1665,7,March,14,March,St Clement Danes,10,0
1665,14,March,21,March,St Clement Danes,8,0
1665,21,March,28,March,St Clement Danes,12,0
1665,28,March,4,April,St Clement Danes,8,0
1665,4,April,11,April,St Clement Danes,6,0
1665,11,April,18,April,St Clement Danes,12,0
1665,18,April,25,April,St Clement Danes,12,0
1665,25,April,2,May,St Clement Danes,13,0
1665,2,May,9,May,St Clement Danes,16,4
1665,9,May,16,May,St Clement Danes,10,2
1665,16,May,23,May,St Clement Danes,19,5
1665,23,May,30,May,St Clement Danes,10,4
1665,30,May,6,June,St Clement Danes,15,0
1665,6,June,13,June,St Clement Danes,14,8
1665,13,June,20,June,St Clement Danes,19,7
1665,20,June,27,June,St Clement Danes,28,16
1665,27,June,4,July,St Clement Danes,33,19
1665,4,July,11,July,St Clement Danes,29,15
1665,11,July,18,July,St Clement Danes,31,24
1665,18,July,25,July,St Clement Danes,62,45
1665,25,July,1,August,St Clement Danes,60,42
1665,1,August,8,August,St Clement Danes,61,42
1665,8,August,15,August,St Clement Danes,74,57
1665,15,August,22,August,St Clement Danes,94,78
1665,22,August,29,August,St Clement Danes,110,82
1665,29,August,5,September,St Clement Danes,142,114
1665,5,September,12,September,St Clement Danes,124,98
1665,12,September,19,September,St Clement Danes,168,140
1665,19,September,26,September,St Clement Danes,152,128
1665,26,September,3,October,St Clement Danes,128,110
1665,3,October,10,October,St Clement Danes,118,104
1665,10,October,17,October,St Clement Danes,75,55
1665,17,October,24,October,St Clement Danes,36,30
1665,24,October,31,October,St Clement Danes,23,16
1665,31,October,7,November,St Clement Danes,38,28
1665,7,November,14,November,St Clement Danes,32,19
1665,14,November,21,November,St Clement Danes,15,7
1665,21,November,28,November,St Clement Danes,11,4
1665,28,November,5,December,St Clement Danes,4,1
1665,5,December,12,December,St Clement Danes,14,10
1665,12,December,19,December,St Clement Danes,10,4
1665,20,December,27,December,St Clement Danes,8,0
1665,27,December,3,January,St Clement Danes,12,0
1666,2,January,9,January,St Clement Danes,6,1
1666,9,January,16,January,St Clement Danes,7,0
1666,16,January,23,January,St Clement Danes,4,0
1666,23,January,30,January,St Clement Danes,3,0
1666,30,January,6,February,St Clement Danes,8,1
1666,6,February,13,February,St Clement Danes,5,1
1666,13,February,20,February,St Clement Danes,10,1
1666,20,February,27,February,St Clement Danes,7,1
1666,27,February,16,March,St Clement Danes,5,1
1666,6,March,13,March,St Clement Danes,2,0
1666,13,March,20,March,St Clement Danes,6,1
1666,20,March,27,March,St Clement Danes,9,2
1666,27,March,3,April,St Clement Danes,7,1
1666,3,April,10,April,St Clement Danes,2,0
1666,10,April,17,April,St Clement Danes,4,0
1666,17,April,24,April,St Clement Danes,4,0
1666,24,April,1,May,St Clement Danes,7,0
1666,1,May,8,May,St Clement Danes,3,0
1666,8,May,15,May,St Clement Danes,8,2
1666,15,May,22,May,St Clement Danes,5,0
1666,22,May,29,May,St Clement Danes,5,0
1666,29,May,5,June,St Clement Danes,8,0
1666,5,June,12,June,St Clement Danes,3,0
1666,12,June,19,June,St Clement Danes,5,3
1666,19,June,26,June,St Clement Danes,4,0
1666,26,June,3,July,St Clement Danes,5,2
1666,3,July,10,July,St Clement Danes,9,5
1666,10,July,17,July,St Clement Danes,6,0
1666,17,July,24,July,St Clement Danes,14,6
1666,24,July,31,July,St Clement Danes,10,1
1666,31,July,7,August,St Clement Danes,6,2
1666,7,August,14,August,St Clement Danes,11,5
1666,14,August,21,August,St Clement Danes,6,1
1666,21,August,28,August,St Clement Danes,2,0
1666,28,August,18,September,St Clement Danes,14,2
1666,18,September,25,September,St Clement Danes,8,1
1666,25,September,2,October,St Clement Danes,5,0
1666,2,October,9,October,St Clement Danes,9,0
1666,9,October,16,October,St Clement Danes,11,3
1666,16,October,23,October,St Clement Danes,2,0
1666,23,October,30,October,St Clement Danes,8,0
1666,30,October,6,November,St Clement Danes,5,0
1666,6,November,13,November,St Clement Danes,5,0
1666,13,November,20,November,St Clement Danes,6,0
1666,20,November,27,November,St Clement Danes,6,0
1666,27,November,4,December,St Clement Danes,4,0
1666,4,December,11,December,St Clement Danes,7,0
1666,11,December,18,December,St Clement Danes,6,1
1666,19,December,26,December,St Clement Danes,9,1
1666,26,December,2,January,St Clement Danes,9,1
1665,3,January,10,January,St Clement Eastcheap,0,0
1665,10,January,17,January,St Clement Eastcheap,1,0
1665,17,January,24,January,St Clement Eastcheap,0,0
1665,24,January,31,January,St Clement Eastcheap,0,0
1665,31,January,7,February,St Clement Eastcheap,0,0
1665,7,February,14,February,St Clement Eastcheap,0,0
1665,14,February,21,February,St Clement Eastcheap,0,0
1665,21,February,28,February,St Clement Eastcheap,1,0
1665,28,February,7,March,St Clement Eastcheap,0,0
1665,7,March,14,March,St Clement Eastcheap,0,0
1665,14,March,21,March,St Clement Eastcheap,0,0
1665,21,March,28,March,St Clement Eastcheap,0,0
1665,28,March,4,April,St Clement Eastcheap,0,0
1665,4,April,11,April,St Clement Eastcheap,0,0
1665,11,April,18,April,St Clement Eastcheap,1,0
1665,18,April,25,April,St Clement Eastcheap,1,0
1665,25,April,2,May,St Clement Eastcheap,0,0
1665,2,May,9,May,St Clement Eastcheap,1,0
1665,9,May,16,May,St Clement Eastcheap,1,0
1665,16,May,23,May,St Clement Eastcheap,0,0
1665,23,May,30,May,St Clement Eastcheap,0,0
1665,30,May,6,June,St Clement Eastcheap,0,0
1665,6,June,13,June,St Clement Eastcheap,0,0
1665,13,June,20,June,St Clement Eastcheap,0,0
1665,20,June,27,June,St Clement Eastcheap,0,0
1665,27,June,4,July,St Clement Eastcheap,0,0
1665,4,July,11,July,St Clement Eastcheap,0,0
1665,11,July,18,July,St Clement Eastcheap,0,0
1665,18,July,25,July,St Clement Eastcheap,1,1
1665,25,July,1,August,St Clement Eastcheap,0,0
1665,1,August,8,August,St Clement Eastcheap,1,0
1665,8,August,15,August,St Clement Eastcheap,1,0
1665,15,August,22,August,St Clement Eastcheap,2,2
1665,22,August,29,August,St Clement Eastcheap,1,1
1665,29,August,5,September,St Clement Eastcheap,3,1
1665,5,September,12,September,St Clement Eastcheap,3,3
1665,12,September,19,September,St Clement Eastcheap,3,3
1665,19,September,26,September,St Clement Eastcheap,1,1
1665,26,September,3,October,St Clement Eastcheap,1,1
1665,3,October,10,October,St Clement Eastcheap,2,1
1665,10,October,17,October,St Clement Eastcheap,0,0
1665,17,October,24,October,St Clement Eastcheap,2,1
1665,24,October,31,October,St Clement Eastcheap,1,0
1665,31,October,7,November,St Clement Eastcheap,3,1
1665,7,November,14,November,St Clement Eastcheap,3,0
1665,14,November,21,November,St Clement Eastcheap,1,1
1665,21,November,28,November,St Clement Eastcheap,1,1
1665,28,November,5,December,St Clement Eastcheap,0,0
1665,5,December,12,December,St Clement Eastcheap,0,0
1665,12,December,19,December,St Clement Eastcheap,2,2
1665,20,December,27,December,St Clement Eastcheap,0,0
1665,27,December,3,January,St Clement Eastcheap,0,0
1666,2,January,9,January,St Clement Eastcheap,0,0
1666,9,January,16,January,St Clement Eastcheap,1,1
1666,16,January,23,January,St Clement Eastcheap,0,0
1666,23,January,30,January,St Clement Eastcheap,1,1
1666,30,January,6,February,St Clement Eastcheap,1,1
1666,6,February,13,February,St Clement Eastcheap,0,0
1666,13,February,20,February,St Clement Eastcheap,1,0
1666,20,February,27,February,St Clement Eastcheap,1,0
1666,27,February,16,March,St Clement Eastcheap,1,1
1666,6,March,13,March,St Clement Eastcheap,0,0
1666,13,March,20,March,St Clement Eastcheap,0,0
1666,20,March,27,March,St Clement Eastcheap,0,0
1666,27,March,3,April,St Clement Eastcheap,0,0
1666,3,April,10,April,St Clement Eastcheap,0,0
1666,10,April,17,April,St Clement Eastcheap,0,0
1666,17,April,24,April,St Clement Eastcheap,0,0
1666,24,April,1,May,St Clement Eastcheap,0,0
1666,1,May,8,May,St Clement Eastcheap,0,0
1666,8,May,15,May,St Clement Eastcheap,0,0
1666,15,May,22,May,St Clement Eastcheap,0,0
1666,22,May,29,May,St Clement Eastcheap,2,0
1666,29,May,5,June,St Clement Eastcheap,0,0
1666,5,June,12,June,St Clement Eastcheap,0,0
1666,12,June,19,June,St Clement Eastcheap,0,0
1666,19,June,26,June,St Clement Eastcheap,0,0
1666,26,June,3,July,St Clement Eastcheap,0,0
1666,3,July,10,July,St Clement Eastcheap,0,0
1666,10,July,17,July,St Clement Eastcheap,0,0
1666,17,July,24,July,St Clement Eastcheap,0,0
1666,24,July,31,July,St Clement Eastcheap,0,0
1666,31,July,7,August,St Clement Eastcheap,0,0
1666,7,August,14,August,St Clement Eastcheap,2,0
1666,14,August,21,August,St Clement Eastcheap,0,0
1666,21,August,28,August,St Clement Eastcheap,0,0
1666,28,August,18,September,St Clement Eastcheap,0,0
1666,19,December,26,December,St Clement Eastcheap,2,1
1666,26,December,2,January,St Clement Eastcheap,0,0
1665,3,January,10,January,St Dionis Backchurch,0,0
1665,10,January,17,January,St Dionis Backchurch,0,0
1665,17,January,24,January,St Dionis Backchurch,1,0
1665,24,January,31,January,St Dionis Backchurch,0,0
1665,31,January,7,February,St Dionis Backchurch,2,0
1665,7,February,14,February,St Dionis Backchurch,0,0
1665,14,February,21,February,St Dionis Backchurch,0,0
1665,21,February,28,February,St Dionis Backchurch,1,0
1665,28,February,7,March,St Dionis Backchurch,0,0
1665,7,March,14,March,St Dionis Backchurch,0,0
1665,14,March,21,March,St Dionis Backchurch,0,0
1665,21,March,28,March,St Dionis Backchurch,0,0
1665,28,March,4,April,St Dionis Backchurch,1,0
1665,4,April,11,April,St Dionis Backchurch,0,0
1665,11,April,18,April,St Dionis Backchurch,0,0
1665,18,April,25,April,St Dionis Backchurch,1,0
1665,25,April,2,May,St Dionis Backchurch,0,0
1665,2,May,9,May,St Dionis Backchurch,2,0
1665,9,May,16,May,St Dionis Backchurch,0,0
1665,16,May,23,May,St Dionis Backchurch,0,0
1665,23,May,30,May,St Dionis Backchurch,1,0
1665,30,May,6,June,St Dionis Backchurch,0,0
1665,6,June,13,June,St Dionis Backchurch,1,0
1665,13,June,20,June,St Dionis Backchurch,0,0
1665,20,June,27,June,St Dionis Backchurch,0,0
1665,27,June,4,July,St Dionis Backchurch,0,0
1665,4,July,11,July,St Dionis Backchurch,1,0
1665,11,July,18,July,St Dionis Backchurch,0,0
1665,18,July,25,July,St Dionis Backchurch,0,0
1665,25,July,1,August,St Dionis Backchurch,2,0
1665,1,August,8,August,St Dionis Backchurch,2,1
1665,8,August,15,August,St Dionis Backchurch,2,1
1665,15,August,22,August,St Dionis Backchurch,2,1
1665,22,August,29,August,St Dionis Backchurch,3,2
1665,29,August,5,September,St Dionis Backchurch,1,1
1665,5,September,12,September,St Dionis Backchurch,2,2
1665,12,September,19,September,St Dionis Backchurch,10,3
1665,19,September,26,September,St Dionis Backchurch,5,2
1665,26,September,3,October,St Dionis Backchurch,9,2
1665,3,October,10,October,St Dionis Backchurch,7,5
1665,10,October,17,October,St Dionis Backchurch,3,1
1665,17,October,24,October,St Dionis Backchurch,2,1
1665,24,October,31,October,St Dionis Backchurch,5,4
1665,31,October,7,November,St Dionis Backchurch,3,1
1665,7,November,14,November,St Dionis Backchurch,1,0
1665,14,November,21,November,St Dionis Backchurch,2,0
1665,21,November,28,November,St Dionis Backchurch,3,0
1665,28,November,5,December,St Dionis Backchurch,0,0
1665,5,December,12,December,St Dionis Backchurch,0,0
1665,12,December,19,December,St Dionis Backchurch,1,0
1665,20,December,27,December,St Dionis Backchurch,1,0
1665,27,December,3,January,St Dionis Backchurch,1,0
1666,2,January,9,January,St Dionis Backchurch,3,0
1666,9,January,16,January,St Dionis Backchurch,1,1
1666,16,January,23,January,St Dionis Backchurch,0,0
1666,23,January,30,January,St Dionis Backchurch,0,0
1666,30,January,6,February,St Dionis Backchurch,1,0
1666,6,February,13,February,St Dionis Backchurch,0,0
1666,13,February,20,February,St Dionis Backchurch,0,0
1666,20,February,27,February,St Dionis Backchurch,0,0
1666,27,February,16,March,St Dionis Backchurch,0,0
1666,6,March,13,March,St Dionis Backchurch,0,0
1666,13,March,20,March,St Dionis Backchurch,0,0
1666,20,March,27,March,St Dionis Backchurch,1,0
1666,27,March,3,April,St Dionis Backchurch,0,0
1666,3,April,10,April,St Dionis Backchurch,0,0
1666,10,April,17,April,St Dionis Backchurch,0,0
1666,17,April,24,April,St Dionis Backchurch,1,0
1666,24,April,1,May,St Dionis Backchurch,0,0
1666,1,May,8,May,St Dionis Backchurch,1,0
1666,8,May,15,May,St Dionis Backchurch,1,0
1666,15,May,22,May,St Dionis Backchurch,0,0
1666,22,May,29,May,St Dionis Backchurch,0,0
1666,29,May,5,June,St Dionis Backchurch,0,0
1666,5,June,12,June,St Dionis Backchurch,0,0
1666,12,June,19,June,St Dionis Backchurch,0,0
1666,19,June,26,June,St Dionis Backchurch,0,0
1666,26,June,3,July,St Dionis Backchurch,0,0
1666,3,July,10,July,St Dionis Backchurch,1,0
1666,10,July,17,July,St Dionis Backchurch,0,0
1666,17,July,24,July,St Dionis Backchurch,0,0
1666,24,July,31,July,St Dionis Backchurch,0,0
1666,31,July,7,August,St Dionis Backchurch,2,1
1666,7,August,14,August,St Dionis Backchurch,2,2
1666,14,August,21,August,St Dionis Backchurch,1,0
1666,21,August,28,August,St Dionis Backchurch,0,0
1666,28,August,18,September,St Dionis Backchurch,0,0
1666,19,December,26,December,St Dionis Backchurch,0,0
1666,26,December,2,January,St Dionis Backchurch,0,0
1665,3,January,10,January,St Dunstan East,3,0
1665,10,January,17,January,St Dunstan East,0,0
1665,17,January,24,January,St Dunstan East,3,0
1665,24,January,31,January,St Dunstan East,1,0
1665,31,January,7,February,St Dunstan East,3,0
1665,7,February,14,February,St Dunstan East,3,0
1665,14,February,21,February,St Dunstan East,2,0
1665,21,February,28,February,St Dunstan East,1,0
1665,28,February,7,March,St Dunstan East,1,0
1665,7,March,14,March,St Dunstan East,1,0
1665,14,March,21,March,St Dunstan East,3,0
1665,21,March,28,March,St Dunstan East,0,0
1665,28,March,4,April,St Dunstan East,1,0
1665,4,April,11,April,St Dunstan East,0,0
1665,11,April,18,April,St Dunstan East,1,0
1665,18,April,25,April,St Dunstan East,1,0
1665,25,April,2,May,St Dunstan East,1,0
1665,2,May,9,May,St Dunstan East,0,0
1665,9,May,16,May,St Dunstan East,3,0
1665,16,May,23,May,St Dunstan East,0,0
1665,23,May,30,May,St Dunstan East,1,0
1665,30,May,6,June,St Dunstan East,4,0
1665,6,June,13,June,St Dunstan East,2,0
1665,13,June,20,June,St Dunstan East,3,0
1665,20,June,27,June,St Dunstan East,1,0
1665,27,June,4,July,St Dunstan East,5,0
1665,4,July,11,July,St Dunstan East,2,0
1665,11,July,18,July,St Dunstan East,2,0
1665,18,July,25,July,St Dunstan East,1,0
1665,25,July,1,August,St Dunstan East,2,0
1665,1,August,8,August,St Dunstan East,0,0
1665,8,August,15,August,St Dunstan East,3,1
1665,15,August,22,August,St Dunstan East,7,2
1665,22,August,29,August,St Dunstan East,9,5
1665,29,August,5,September,St Dunstan East,11,6
1665,5,September,12,September,St Dunstan East,13,12
1665,12,September,19,September,St Dunstan East,20,10
1665,19,September,26,September,St Dunstan East,21,17
1665,26,September,3,October,St Dunstan East,28,24
1665,3,October,10,October,St Dunstan East,28,20
1665,10,October,17,October,St Dunstan East,21,17
1665,17,October,24,October,St Dunstan East,10,7
1665,24,October,31,October,St Dunstan East,4,4
1665,31,October,7,November,St Dunstan East,7,5
1665,7,November,14,November,St Dunstan East,5,4
1665,14,November,21,November,St Dunstan East,4,3
1665,21,November,28,November,St Dunstan East,8,6
1665,28,November,5,December,St Dunstan East,2,2
1665,5,December,12,December,St Dunstan East,3,1
1665,12,December,19,December,St Dunstan East,6,4
1665,20,December,27,December,St Dunstan East,1,0
1665,27,December,3,January,St Dunstan East,3,0
1666,2,January,9,January,St Dunstan East,1,1
1666,9,January,16,January,St Dunstan East,2,2
1666,16,January,23,January,St Dunstan East,1,0
1666,23,January,30,January,St Dunstan East,2,0
1666,30,January,6,February,St Dunstan East,1,0
1666,6,February,13,February,St Dunstan East,3,2
1666,13,February,20,February,St Dunstan East,1,0
1666,20,February,27,February,St Dunstan East,3,2
1666,27,February,16,March,St Dunstan East,2,0
1666,6,March,13,March,St Dunstan East,2,0
1666,13,March,20,March,St Dunstan East,1,0
1666,20,March,27,March,St Dunstan East,3,1
1666,27,March,3,April,St Dunstan East,3,1
1666,3,April,10,April,St Dunstan East,1,1
1666,10,April,17,April,St Dunstan East,2,1
1666,17,April,24,April,St Dunstan East,2,0
1666,24,April,1,May,St Dunstan East,1,1
1666,1,May,8,May,St Dunstan East,1,0
1666,8,May,15,May,St Dunstan East,2,0
1666,15,May,22,May,St Dunstan East,2,0
1666,22,May,29,May,St Dunstan East,0,0
1666,29,May,5,June,St Dunstan East,1,0
1666,5,June,12,June,St Dunstan East,1,1
1666,12,June,19,June,St Dunstan East,0,0
1666,19,June,26,June,St Dunstan East,2,1
1666,26,June,3,July,St Dunstan East,4,0
1666,3,July,10,July,St Dunstan East,5,0
1666,10,July,17,July,St Dunstan East,0,0
1666,17,July,24,July,St Dunstan East,4,1
1666,24,July,31,July,St Dunstan East,0,0
1666,31,July,7,August,St Dunstan East,1,0
1666,7,August,14,August,St Dunstan East,2,0
1666,14,August,21,August,St Dunstan East,3,0
1666,21,August,28,August,St Dunstan East,1,0
1666,28,August,18,September,St Dunstan East,0,0
1666,19,December,26,December,St Dunstan East,3,0
1666,26,December,2,January,St Dunstan East,2,2
1665,3,January,10,January,St Dunstan West,5,0
1665,10,January,17,January,St Dunstan West,8,0
1665,17,January,24,January,St Dunstan West,7,0
1665,24,January,31,January,St Dunstan West,6,0
1665,31,January,7,February,St Dunstan West,6,0
1665,7,February,14,February,St Dunstan West,10,0
1665,14,February,21,February,St Dunstan West,6,0
1665,21,February,28,February,St Dunstan West,6,0
1665,28,February,7,March,St Dunstan West,4,0
1665,7,March,14,March,St Dunstan West,10,0
1665,14,March,21,March,St Dunstan West,1,0
1665,21,March,28,March,St Dunstan West,6,0
1665,28,March,4,April,St Dunstan West,4,0
1665,4,April,11,April,St Dunstan West,6,0
1665,11,April,18,April,St Dunstan West,1,0
1665,18,April,25,April,St Dunstan West,5,0
1665,25,April,2,May,St Dunstan West,6,0
1665,2,May,9,May,St Dunstan West,5,0
1665,9,May,16,May,St Dunstan West,5,0
1665,16,May,23,May,St Dunstan West,2,1
1665,23,May,30,May,St Dunstan West,5,0
1665,30,May,6,June,St Dunstan West,8,2
1665,6,June,13,June,St Dunstan West,1,0
1665,13,June,20,June,St Dunstan West,9,0
1665,20,June,27,June,St Dunstan West,5,0
1665,27,June,4,July,St Dunstan West,8,5
1665,4,July,11,July,St Dunstan West,19,9
1665,11,July,18,July,St Dunstan West,4,3
1665,18,July,25,July,St Dunstan West,17,11
1665,25,July,1,August,St Dunstan West,15,10
1665,1,August,8,August,St Dunstan West,26,20
1665,8,August,15,August,St Dunstan West,35,25
1665,15,August,22,August,St Dunstan West,36,29
1665,22,August,29,August,St Dunstan West,53,42
1665,29,August,5,September,St Dunstan West,86,74
1665,5,September,12,September,St Dunstan West,60,50
1665,12,September,19,September,St Dunstan West,88,79
1665,19,September,26,September,St Dunstan West,72,58
1665,26,September,3,October,St Dunstan West,63,59
1665,3,October,10,October,St Dunstan West,62,56
1665,10,October,17,October,St Dunstan West,44,35
1665,17,October,24,October,St Dunstan West,28,21
1665,24,October,31,October,St Dunstan West,21,15
1665,31,October,7,November,St Dunstan West,20,13
1665,7,November,14,November,St Dunstan West,20,17
1665,14,November,21,November,St Dunstan West,16,9
1665,21,November,28,November,St Dunstan West,8,5
1665,28,November,5,December,St Dunstan West,3,2
1665,5,December,12,December,St Dunstan West,3,2
1665,12,December,19,December,St Dunstan West,4,3
1665,20,December,27,December,St Dunstan West,3,0
1665,27,December,3,January,St Dunstan West,7,0
1666,2,January,9,January,St Dunstan West,6,2
1666,9,January,16,January,St Dunstan West,4,3
1666,16,January,23,January,St Dunstan West,2,0
1666,23,January,30,January,St Dunstan West,1,1
1666,30,January,6,February,St Dunstan West,4,0
1666,6,February,13,February,St Dunstan West,5,2
1666,13,February,20,February,St Dunstan West,2,0
1666,20,February,27,February,St Dunstan West,7,2
1666,27,February,16,March,St Dunstan West,2,0
1666,6,March,13,March,St Dunstan West,4,0
1666,13,March,20,March,St Dunstan West,3,0
1666,20,March,27,March,St Dunstan West,2,0
1666,27,March,3,April,St Dunstan West,4,0
1666,3,April,10,April,St Dunstan West,2,0
1666,10,April,17,April,St Dunstan West,5,1
1666,17,April,24,April,St Dunstan West,2,0
1666,24,April,1,May,St Dunstan West,2,0
1666,1,May,8,May,St Dunstan West,1,1
1666,8,May,15,May,St Dunstan West,4,0
1666,15,May,22,May,St Dunstan West,1,0
1666,22,May,29,May,St Dunstan West,3,0
1666,29,May,5,June,St Dunstan West,3,1
1666,5,June,12,June,St Dunstan West,2,0
1666,12,June,19,June,St Dunstan West,3,0
1666,19,June,26,June,St Dunstan West,0,0
1666,26,June,3,July,St Dunstan West,0,0
1666,3,July,10,July,St Dunstan West,1,0
1666,10,July,17,July,St Dunstan West,1,0
1666,17,July,24,July,St Dunstan West,2,0
1666,24,July,31,July,St Dunstan West,8,0
1666,31,July,7,August,St Dunstan West,4,0
1666,7,August,14,August,St Dunstan West,7,0
1666,14,August,21,August,St Dunstan West,4,0
1666,21,August,28,August,St Dunstan West,3,0
1666,28,August,18,September,St Dunstan West,10,0
1666,18,September,25,September,St Dunstan West,0,0
1666,25,September,2,October,St Dunstan West,0,0
1666,2,October,9,October,St Dunstan West,0,0
