Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,UniqueID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,St Alban Woodstreet - Plague,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Alhallows Barking - Plague,is_missing,is_illegible,Alhallows Breadstreet - Buried,is_missing,is_illegible,Alhallows Breadstreet - Plague,is_missing,is_illegible,Alhallows Great - Buried,is_missing,is_illegible,Alhallows Great - Plague,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Honylane - Plague,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lesse - Plague,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Plague,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows Stayning - Plague,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,Alhallows the Wall - Plague,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Alphage - Plague,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Hubbard - Plague,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Undershaft - Plague,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Andrew Wardrobe - Plague,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Aldersgate - Plague,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Ann Blackfryers - Plague,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Antholins Parish - Plague,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Austins Parish - Plague,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bartholomew Exchange - Plague,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Fynck - Plague,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Gracechurch - Plague,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Paulswharf - Plague,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Bennet Sherehog - Plague,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,St Botolph Billingsgate - Plague,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,Christ Church - Plague,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Christophers - Plague,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Clement Eastcheap - Plague,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dionis Backchurch - Plague,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Dunstan East - Plague,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Plague,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Ethelborough - Plague,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Faith - Plague,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,St Foster - Plague,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Plague,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St George Botolphlane - Plague,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Gregory by St Pauls - Plague,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St Hellen - Plague,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Dukes place - Plague,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St James Garlickhithe - Plague,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Baptist - Plague,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Evangelist - Plague,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St John Zachary - Plague,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Coleman - Plague,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Katharine Creechurch - Plague,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Jewry - Plague,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Lawrence Pountney - Plague,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Eastcheap - Plague,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Leonard Fosterlane - Plague,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Magnus Parish - Plague,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Lothbury - Plague,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Moses - Plague,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Plague,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Margaret Pattons - Plague,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Abchurch - Plague,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermanbury - Plague,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary Aldermary - Plague,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary le Bow - Plague,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Bothaw - Plague,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Colechurch - Plague,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Mary Hill - Plague,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Mounthaw - Plague,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Sommerset - Plague,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Stayning - Plague,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolchurch - Plague,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Mary Woolnoth - Plague,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Iremongerlane - Plague,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Ludgate - Plague,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Orgars - Plague,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Outwich - Plague,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Martin Vintrey - Plague,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Plague,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Plague,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Plague,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Bassishaw - Plague,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Cornhil - Plague,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Crookedlane - Plague,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Queenhithe - Plague,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Quern - Plague,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Royal - Plague,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Michael Woodstreet - Plague,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Plague,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Mildred Poultrey - Plague,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Acons - Plague,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Coleabby - Plague,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Nicholas Olaves - Plague,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Hartstreet - Plague,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Jewry - Plague,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Olave Silverstreet - Plague,is_missing,is_illegible,St Pancras Soperlane - Buried,is_missing,is_illegible,St Pancras Soperlane - Plague,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cheap - Plague,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Cornhil - Plague,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Paulswharf - Plague,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Peter Poor - Plague,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Colemanstreet - Plague,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Steven Walbrook - Plague,is_missing,is_illegible,St Swithin - Buried,is_missing,is_illegible,St Swithin - Plague,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,St Thomas Apostles - Plague,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,Trinity Parish - Plague,is_missing,is_illegible,Christened in the 97 Parishes within the Walls,is_missing,is_illegible,Buried in the 97 Parishes within the Walls,is_missing,is_illegible,Plague in the 97 Parishes within the Walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Andrew Holborn - Plague,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Great - Plague,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Bartholomew Less - Plague,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Bridget - Plague,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,Bridewel Precinct - Plague,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldersgate - Plague,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Plague,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Plague,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St Dunstan West - Plague,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St George Southwark - Plague,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St Giles Cripplegate - Plague,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,St Olave Southwark - Plague,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Plague,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,S Sepulchres Parish - Plague,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,St Thomas Southwark - Plague,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Trinity Minories - Plague,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Plague,is_missing,is_illegible,Christened in the parishes without the Walls,is_missing,is_illegible,Buried in the parishes without the Walls,is_missing,is_illegible,Plague in the parishes without the Walls,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Surry - Plague,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,St Giles in the Field - Plague,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,Hackney Parish - Plague,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,St James Clerkenwel - Plague,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,St Katharine Tower - Plague,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,Lambeth Parish - Plague,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St Leonard Shoreditch - Plague,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Plague,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,St Mary Newington - Plague,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,St Mary Islington - Plague,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Mary Whitechappel - Plague,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,St Pauls Shadwel - Plague,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,Rothorith Parish - Plague,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,Stepney Parish - Plague,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St Clement Danes - Plague,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,St Paul Covent Garden - Plague,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Martin in the fields - Plague,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Mary Savoy - Plague,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,St Margaret Westminster - Plague,is_missing,is_illegible,Pesthouse in Westminster - Buried,is_missing,is_illegible,Pesthouse in Westminster - Plague,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
17184,23013,3089,1,1665,,,15,,,Bodleian-1665-15-recto,,,28,,,March,,,4,,,April,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,3,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,74,,,0,,,19,,,,,,2,,,,,,,,,,,,11,,,,,,2,,,,,,2,,,,,,11,,,,,,8,,,,,,4,,,,,,5,,,,,,29,,,,,,11,,,,,,14,,,,,,18,,,,,,2,,,,,,,,,,,,,,,,,,,1,,138,,,0,,,,1,,,1,,18,,,,,,1,,,,,,11,,,,,,4,,,,,,3,,,,,,6,,,,,,3,,,,,,4,,,,,,3,,,,,,12,,,,,,,1,,,1,,,,,,,,21,,,,,,,1,,86,,,0,,,8,,,,,,3,,,,,,23,,,,,,,,,,,,12,,,,,,,,,,,,,1,,46,,,0,,
17185,23014,3090,1,1665,,,16,,,Bodleian-1665-16-recto,,,4,,,April,,,11,,,April,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,1,,,,,,4,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,1,,81,,,0,,,16,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,1,,,,,,20,,,,,,10,,,,,,6,,,,,,6,,,,,,30,,,,,,18,,,,,,13,,,,,,16,,,,,,1,,,,,,,,,,,,,,,,,,,1,,149,,,0,,,,1,,,1,,25,,,,,,3,,,,,,12,,,,,,2,,,,,,4,,,,,,8,,,,,,7,,,,,,4,,,,,,2,,,,,,15,,,,,,,1,,,1,,,,,,,,25,,,,,,,1,,107,,,0,,,6,,,,,,3,,,,,,16,,,,,,,,,,,,10,,,,,,,,,,,,,1,,45,,,0,,
17216,23015,3091,1,1665,,,17,,,Bodleian-1665-17-recto,,,11,,,April,,,18,,,April,,,2,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,2,,,,,,3,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,66,,,0,,,19,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,3,,,,,,17,,,,,,14,,,,,,1,,,,,,1,,,,,,18,,,,,,10,,,,,,22,,,,,,12,,,,,,2,,,,,,,,,,,,,,,,,,,1,,126,,,0,,,,1,,,1,,25,,,,,,4,,,,,,10,,,,,,3,,,,,,2,,,,,,8,,,,,,5,,,,,,4,,,,,,2,,,,,,9,,,,,,,1,,,1,,2,,,,,,19,,,,,,,1,,93,,,0,,,12,,,,,,3,,,,,,21,,,,,,2,,,,,,21,,,,,,,,,,,,,1,,59,,,0,,
17217,23016,3092,1,1665,,,18,,,Bodleian-1665-18-recto,,,18,,,April,,,25,,,April,,,1,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,65,,,0,,,16,,,,,,,,,,,,,,,,,,9,,,,,,1,,,,,,3,,,,,,14,,,,,,12,,,,,,5,,,,,,5,,,,,,28,,,,,,18,,,,,,14,,,,,,17,,,,,,3,,,,,,,,,,,,,,,,,,,1,,145,,,0,,,,1,,,1,,30,,,2,,,3,,,,,,6,,,,,,6,,,,,,7,,,,,,10,,,,,,5,,,,,,4,,,,,,2,,,,,,9,,,,,,,1,,,1,,,,,,,,37,,,,,,,1,,119,,,2,,,12,,,,,,3,,,,,,29,,,,,,2,,,,,,23,,,,,,,,,,,,,1,,69,,,0,,
17218,23017,3093,1,1665,,,19,,,Bodleian-1665-19-recto,,,25,,,April,,,2,,,May,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,3,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,70,,,0,,,14,,,,,,4,,,,,,,,,,,,8,,,,,,1,,,,,,4,,,,,,8,,,,,,11,,,,,,6,,,,,,5,,,,,,18,,,,,,16,,,,,,16,,,,,,13,,,,,,1,,,,,,,,,,,,,,,,,,,1,,125,,,0,,,,1,,,1,,24,,,,,,,,,,,,13,,,,,,5,,,,,,5,,,,,,8,,,,,,15,,,,,,4,,,,,,3,,,,,,11,,,,,,,1,,,1,,3,,,,,,36,,,,,,,1,,127,,,0,,,13,,,,,,5,,,,,,26,,,,,,2,,,,,,20,,,,,,,,,,,,,1,,66,,,0,,
17219,23018,3096,1,1665,,,20,,,Bodleian-1665-20-recto,,,2,,,May,,,9,,,May,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,2,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,54,,,1,,,17,,,1,,,,,,,,,1,,,,,,5,,,,,,,,,,,,2,,,,,,17,,,,,,7,,,,,,5,,,,,,3,,,,,,24,,,,,,16,,,,,,14,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,1,,123,,,1,,,,1,,,1,,30,,,3,,,5,,,,,,4,,,,,,5,,,,,,6,,,,,,9,,,,,,8,,,,,,8,,,,,,2,,,,,,2,,,,,,,1,,,1,,5,,,,,,30,,,,,,,1,,114,,,3,,,16,,,4,,,2,,,,,,25,,,,,,3,,,,,,10,,,,,,,,,,,,,1,,56,,,4,,
